0;6;2;4;6;2
1;6;2;4;6;2
2;6;2;4;6;2
3;6;2;4;6;2
4;6;2;4;6;2
5;6;2;4;6;2
6;6;2;4;6;2
7;6;2;4;6;2
8;6;2;4;6;2
9;6;2;4;6;2
10;6;2;4;6;2
11;6;3;3;7;1
12;6;3;3;7;1
13;6;3;3;7;1
14;6;3;3;7;1
15;6;3;3;7;1
16;6;3;3;7;1
17;6;4;2;8;0
18;6;4;2;8;0
19;6;4;2;8;0
20;6;4;2;8;0
21;6;4;2;8;0
22;6;4;2;8;0
23;6;4;2;8;0
24;6;4;2;8;0
25;6;4;2;8;0
26;6;4;2;8;0
27;6;4;2;8;0
28;6;4;2;8;0
29;6;4;2;8;0
30;6;4;2;8;0
31;6;4;2;8;0
32;6;4;2;8;0
33;6;4;2;8;0
34;6;4;2;8;0
35;6;5;1;7;0
36;6;5;1;7;0
37;6;5;1;7;0
38;6;5;1;7;0
39;6;6;0;6;0
40;6;6;0;6;0
41;6;6;0;6;0
42;6;6;0;6;0
43;6;6;0;6;0
44;6;6;0;6;0
45;6;6;0;6;0
46;6;6;0;6;0
47;6;6;0;6;0
48;6;6;0;6;0
49;6;6;0;6;0
50;6;6;0;6;0
51;6;6;0;6;0
52;6;6;0;6;0
53;6;6;0;6;0
54;6;6;0;6;0
55;6;6;0;6;0
56;6;6;0;6;0
57;6;6;0;6;0
58;6;6;0;6;0-1;1;1.0;1.0;1;3
0;1;1.0;1.0;1;3
1;1;1.0;1.0;1;3
2;1;1.0;1.0;1;3
3;1;1.0;1.0;1;3
4;1;1.0;1.0;1;3
5;1;1.0;1.0;1;3
6;1;1.0;1.0;1;3
7;1;1.0;1.0;1;3
8;1;1.0;1.0;4;0
9;1;1.0;1.0;4;0
10;1;1.0;1.0;4;0
11;1;1.0;1.0;4;0
12;1;1.0;1.0;4;0
13;1;1.0;1.0;4;0
14;1;1.0;1.0;4;0
15;1;1.0;1.0;4;0
16;1;1.0;1.0;4;0
17;1;1.0;1.0;4;0
18;1;1.0;1.0;4;0
19;1;1.0;1.0;4;0
20;1;1.0;1.0;4;0
21;1;1.0;1.0;4;0
22;1;1.0;1.0;4;0
23;1;1.0;1.0;4;0
24;1;1.0;1.0;4;0
25;1;1.0;1.0;4;0
26;1;1.0;1.0;4;0
27;1;1.0;1.0;4;0
28;1;1.0;1.0;4;0
29;1;1.0;1.0;4;0
30;0;0.0;0.0;0;0
-1;2;1.0;1.3333333333333333;4;3
0;2;1.0;1.3333333333333333;4;3
1;2;1.0;1.3333333333333333;4;3
2;2;1.0;1.3333333333333333;4;3
3;2;1.0;1.3333333333333333;4;3
4;2;1.0;1.3333333333333333;4;3
5;2;1.0;1.3333333333333333;4;3
6;2;1.0;1.3333333333333333;4;3
7;2;1.0;1.3333333333333333;4;3
8;2;1.0;1.3333333333333333;4;3
9;2;1.0;1.3333333333333333;4;3
