10;2;1.0;1.3333333333333333;4;3
11;2;1.0;1.25;5;2
12;2;1.0;1.25;5;2
13;2;1.0;1.25;5;2
14;2;1.0;1.25;5;2
15;2;1.0;1.25;5;2
16;2;1.0;1.25;5;2
17;2;1.0;1.2;6;1
18;2;1.0;1.2;6;1
19;2;1.0;1.2;6;1
20;2;1.0;1.2;6;1
21;2;1.0;1.2;6;1
22;2;1.0;1.2;6;1
23;2;1.0;1.1666666666666667;7;0
24;2;1.0;1.1666666666666667;7;0
25;2;1.0;1.1666666666666667;7;0
26;2;1.0;1.1666666666666667;7;0
27;2;1.0;1.1666666666666667;7;0
28;2;1.0;1.1666666666666667;7;0
29;2;1.0;1.1666666666666667;7;0
30;2;1.0;1.1666666666666667;7;0
31;2;1.0;1.1666666666666667;7;0
32;2;1.0;1.1666666666666667;7;0
33;2;1.0;1.1666666666666667;7;0
34;2;1.0;1.1666666666666667;7;0
35;2;1.0;1.1666666666666667;7;0
36;2;1.0;1.1666666666666667;7;0
37;2;1.0;1.1666666666666667;7;0
38;2;1.0;1.1666666666666667;7;0
39;1;1.0;1.0;6;0
40;1;1.0;1.0;6;0
41;1;1.0;1.0;6;0
42;1;1.0;1.0;6;0
43;1;1.0;1.0;6;0
44;1;1.0;1.0;6;0
45;1;1.0;1.0;6;0
46;1;1.0;1.0;6;0
47;1;1.0;1.0;6;0
48;1;1.0;1.0;6;0
49;1;1.0;1.0;6;0
50;1;1.0;1.0;6;0
51;1;1.0;1.0;6;0
52;1;1.0;1.0;6;0
53;1;1.0;1.0;6;0
54;1;1.0;1.0;6;0
55;1;1.0;1.0;6;0
56;1;1.0;1.0;6;0
57;1;1.0;1.0;2;0
58;0;0.0;0.0;0;0
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;2;1.0;1.3333333333333333;4;3
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;1;1.0;1.0;1;3
-1;1;1.0;1.0;1;3
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
-1;0;0.0;0.0;0;0
